ORIGIN,DEST,AIRLINE_CODE,DISTANCE,NUM_VUELOS
RDU,DFW,AA,1061.0,717
CLT,BDL,AA,644.0,717
DTW,SLC,DL,1481.0,716
CLT,DAY,OH,370.0,716
DFW,CRP,MQ,354.0,716
SFO,SLC,OO,599.0,715
RSW,EWR,UA,1068.0,714
ATL,MCO,WN,404.0,714
PNS,CLT,OH,488.0,714
MSY,CLT,AA,651.0,713
SEA,ANC,DL,1448.0,710
BWI,ALB,WN,289.0,710
BOS,DCA,YX,399.0,710
DAL,LBB,WN,293.0,710
SLC,PHX,DL,507.0,709
PHX,ORD,UA,1440.0,709
CRP,DFW,MQ,354.0,709
MCO,STL,WN,882.0,708
DEN,MCO,WN,1546.0,708
IAD,IAH,UA,1190.0,708
MHT,BWI,WN,377.0,708
SFO,SLC,DL,599.0,707
DFW,SLC,DL,989.0,707
SNA,PHX,AA,338.0,706
PIT,CLT,AA,366.0,706
EWR,RSW,UA,1068.0,705
ABQ,PHX,WN,328.0,703
DEN,MCO,UA,1546.0,703
DEN,PDX,UA,991.0,703
DFW,IND,AA,761.0,702
DTW,FLL,DL,1127.0,702
PDX,DEN,UA,991.0,701
ORD,LAS,AA,1514.0,701
SAN,IAH,UA,1303.0,700
CLE,ORD,UA,315.29,700
SFO,HNL,UA,2398.0,700
BWI,BDL,WN,283.0,700
MSP,DCA,DL,931.0,700
DFW,HOU,YV,247.0,698
DFW,MAF,YV,309.0,697
HNL,KOA,WN,163.0,697
OKC,ORD,OO,693.0,697
ORD,IAD,UA,588.0,697
ATL,TPA,WN,406.0,696
DEN,BOS,UA,1754.0,696
CLT,PNS,OH,488.0,695
BOS,DEN,UA,1754.0,695
SAT,HOU,WN,192.0,694
DTW,TPA,DL,983.0,694
BUF,BWI,WN,281.0,693
LBB,DAL,WN,293.0,691
SFO,LAX,DL,337.0,691
DAL,ELP,WN,562.0,691
HOU,DFW,YV,247.0,691
ILM,CLT,OH,185.0,690
SEA,DTW,DL,1927.0,690
JFK,SLC,DL,1990.0,689
SMF,DFW,AA,1431.0,688
ORD,PHX,UA,1440.0,688
KOA,HNL,WN,163.0,688
LGB,OAK,WN,353.0,688
PHX,ABQ,WN,328.0,687
IAH,PHX,UA,1009.0,686
SFO,BOS,B6,2704.0,685
BWI,DAL,WN,1209.0,684
JFK,DCA,YX,213.0,684
PHL,MCO,F9,861.0,684
DCA,FLL,B6,899.0,684
TPA,DTW,DL,983.0,683
MCO,DEN,WN,1546.0,683
DFW,DTW,AA,986.0,683
DTW,DFW,DL,986.0,682
LAX,LAS,OO,236.0,682
IAH,SAN,UA,1303.0,682
ORD,MSP,UA,334.0,681
BWI,MHT,WN,377.0,681
MSP,SFO,DL,1589.0,680
AUS,DEN,UA,775.0,679
HOU,BNA,WN,670.0,678
CLT,IAH,AA,912.0,678
MYR,CLT,OH,157.0,678
BWI,RSW,WN,919.0,677
LAS,ORD,AA,1514.0,677
PHL,TPA,AA,920.0,677
MDW,LAX,WN,1750.0,677
DEN,LAS,F9,628.0,676
LAS,DEN,F9,628.0,676
OMA,ATL,DL,821.0,676
PHX,SNA,AA,338.0,676
OAK,LGB,WN,353.0,675
SFO,MSP,DL,1589.0,675
TUS,LAX,OO,451.0,675
SAN,SEA,DL,1050.0,674
ORD,CLE,UA,315.26745913818723,673
DEN,SEA,WN,1024.0,673
DAL,BWI,WN,1209.0,672
FLL,IAH,UA,966.0,672
BOS,SFO,B6,2704.0,672
AUS,LAS,WN,1090.0,672
DAB,ATL,DL,366.0,671
ANC,SEA,DL,1448.0,671
DAL,ABQ,WN,580.0,670
ATL,CAE,DL,192.0,669
ELP,DFW,AA,551.0,668
MAF,DFW,YV,309.0,668
FLL,SJU,B6,1046.0,668
TPA,ATL,WN,406.0,667
PHX,AUS,WN,872.0,666
SAN,PHX,AA,304.0,666
DAL,MAF,WN,319.0,666
DEN,PDX,WN,991.0,665
DAL,LAX,WN,1246.0,665
DCA,BOS,YX,399.0,665
SLC,DFW,DL,989.0,665
LAX,SAN,OO,109.0,665
SJC,DEN,WN,948.0,665
LAX,SLC,OO,590.0,665
ALB,BWI,WN,289.0,664
BWI,ORF,WN,159.0,664
ORD,SAN,UA,1723.0,663
ATL,DAB,DL,366.0,663
RSW,MDW,WN,1105.0,663
CLT,ILM,OH,185.0,662
LAS,ONT,WN,197.0,662
MSP,OMA,OO,282.0,660
SLC,JFK,DL,1990.0,660
PHX,SAN,AA,304.0,660
BOI,LAX,OO,674.0,660
SLC,LAS,WN,368.0,659
SFO,LAS,WN,414.0,658
FLL,EWR,B6,1065.0,657
EWR,DFW,AA,1372.0,657
SLC,LAX,OO,590.0,657
DFW,PDX,AA,1616.0,657
AUS,PHX,WN,872.0,655
RSW,BWI,WN,919.0,655
MDW,RSW,WN,1105.0,654
IND,DFW,AA,761.0,654
BWI,BUF,WN,281.0,653
ORF,BWI,WN,159.0,652
SEA,DEN,WN,1024.0,651
ONT,LAS,WN,197.0,651
DFW,DTW,DL,986.0,651
DCA,JFK,YX,213.0,651
SJC,PDX,WN,569.0,650
PHX,SEA,DL,1107.0,649
LAX,BOS,B6,2611.0,649
EWR,ATL,UA,746.0,648
MCO,PHL,F9,861.0,648
ATL,CHA,9E,106.0,648
SEA,SAN,DL,1050.0,648
SEA,FAI,AS,1533.0,647
EYW,ATL,DL,646.0,647
FLL,LGA,DL,1076.0,647
ELP,DAL,WN,562.0,647
HNL,SFO,UA,2398.0,646
DFW,EWR,AA,1372.0,646
ORD,MSP,DL,334.0,645
MCO,DEN,UA,1546.0,645
FAI,SEA,AS,1533.0,645
ABQ,DAL,WN,580.0,645
LAS,LAX,OO,236.0,645
CLT,MYR,OH,157.0,644
SEA,PHX,DL,1107.0,643
FLL,DCA,B6,899.0,643
SFO,BUR,WN,326.0,642
CVG,DTW,9E,229.0,642
LAX,MDW,WN,1750.0,642
BNA,HOU,WN,670.0,642
ATL,EYW,DL,646.0,642
RSW,BOS,B6,1249.0,641
IAH,FLL,UA,966.0,641
BWI,RDU,WN,255.0,640
CMH,MDW,WN,283.0,640
CVG,ORD,MQ,264.0,640
SAN,LAX,OO,109.0,640
DFW,LGA,DL,1389.0,640
RSW,DTW,DL,1084.0,639
SMF,LGB,WN,387.0,638
SFO,BOS,UA,2704.0,638
LGA,BNA,YX,764.0,637
PDX,DFW,AA,1616.0,637
FAI,ANC,AS,261.0,636
MSP,ORD,DL,334.0,636
JNU,SEA,AS,909.0,635
BOS,SFO,UA,2704.0,635
TPA,PHL,AA,920.0,634
DTW,RSW,DL,1084.0,634
PDX,SJC,WN,569.0,634
DFW,ORD,UA,801.2922590837283,633
IAH,CLT,AA,912.0,633
LGA,MIA,DL,1096.0,633
DEN,SJC,WN,948.0,633
ORD,CVG,MQ,264.0,632
MCO,IAD,UA,758.0,632
LAX,DAL,WN,1246.0,630
JFK,BOS,YX,187.0,630
ORD,DTW,DL,235.0,630
LAS,SFO,WN,414.0,630
FAT,LAX,OO,209.0,630
RDU,BOS,B6,612.0,629
CAK,CLT,OH,394.0,628
IAD,CLT,OH,322.0,628
MCO,DCA,AA,759.0,628
DCA,BNA,WN,562.0,628
BUR,SFO,WN,326.0,628
CAE,CLT,OH,88.0,627
MDW,CMH,WN,283.0,627
SJC,ONT,WN,333.0,627
SEA,ORD,UA,1721.0,626
DCA,MCO,AA,759.0,626
SJT,DFW,MQ,229.0,626
JFK,PBI,B6,1028.0,626
PDX,DEN,WN,991.0,626
CLT,IAD,OH,322.0,625
MSP,CVG,9E,596.0,625
JFK,MCO,DL,944.0,624
DTW,CVG,9E,229.0,624
MCO,ORD,AA,1005.0,624
MKE,ORD,OO,67.0,624
TPA,BNA,WN,612.0,623
BNA,AUS,WN,756.0,623
OMA,MDW,WN,423.0,623
PHX,IAH,UA,1009.0,623
LAS,AUS,WN,1090.0,622
LAX,BOI,OO,674.0,622
MAF,DAL,WN,319.0,622
DTW,PHX,DL,1671.0,622
BOS,RSW,B6,1249.0,621
DAL,DCA,WN,1184.0,621
GRR,ATL,DL,640.0,621
CRW,CLT,OH,221.0,620
ATL,CLT,AA,226.0,619
SEA,DFW,AS,1660.0,619
OAJ,CLT,OH,191.0,619
BOS,JFK,YX,187.0,619
LGA,DFW,DL,1389.0,619
LAX,SFO,DL,337.0,619
CLT,SFO,AA,2296.0,619
OMA,MSP,OO,282.0,619
BNA,DTW,DL,456.0,618
BOS,LAX,B6,2611.0,618
SAN,ORD,UA,1723.0,618
LGA,ATL,WN,762.0,618
SEA,GEG,AS,224.0,617
MDW,AUS,WN,972.0,616
DFW,SJT,MQ,229.0,615
IND,DCA,YX,500.0,615
PIT,DFW,AA,1067.0,615
EWR,FLL,B6,1065.0,615
MIA,LGA,DL,1096.0,614
CVG,MSP,9E,596.0,614
DEN,AUS,UA,775.0,614
IND,ORD,YX,177.0,613
ATL,GRR,DL,640.0,613
SJU,FLL,B6,1046.0,613
BNA,LGA,YX,764.0,612
LAX,FAT,OO,209.0,612
ORD,SEA,UA,1721.0,612
DEN,SNA,UA,846.0,612
LGB,SMF,WN,387.0,612
SEA,JNU,AS,909.0,611
JFK,FLL,DL,1069.0,611
DTW,DEN,DL,1123.0,610
MIA,JFK,DL,1089.0,610
ATL,LGA,WN,762.0,610
LGB,LAS,WN,231.0,610
ATL,DEN,WN,1199.0,609
DCA,DAL,WN,1184.0,608
LGA,FLL,DL,1076.0,608
SEA,SMF,AS,605.0,608
CHS,CLT,OH,168.0,608
SMF,DEN,UA,909.0,607
CHA,ATL,9E,106.0,607
BUF,JFK,B6,301.0,607
PHX,BNA,WN,1449.0,607
GSO,CLT,OH,83.0,607
DFW,PIT,AA,1067.0,607
DEN,DTW,DL,1123.0,606
SGU,SLC,OO,272.0,605
CLT,MEM,AA,511.0,605
LGA,CVG,9E,585.0,605
FWA,ORD,OO,157.0,604
PIT,MCO,WN,834.0,604
SLC,SGU,OO,272.0,604
JFK,RDU,9E,427.0,604
MCI,PHX,WN,1044.0,603
BOS,TPA,B6,1185.0,602
CVG,LGA,9E,585.0,602
LGA,IAH,UA,1416.0,601
DFW,DEN,UA,641.0,601
DEN,DFW,UA,641.0,600
CLT,ATL,AA,226.0,599
CLT,CAK,OH,394.0,598
ATL,PDX,DL,2172.0,598
MDW,FLL,WN,1167.0,598
JFK,BUF,B6,301.0,598
LAS,SLC,WN,368.0,598
BNA,TPA,WN,612.0,598
PBI,BOS,B6,1197.0,597
CLE,DFW,AA,1021.0,597
OGG,SFO,UA,2338.0,596
BNA,PHX,WN,1449.0,595
PHX,DTW,DL,1671.0,595
HOU,LAX,WN,1390.0,595
ONT,SJC,WN,333.0,595
PDX,SFO,AS,550.0,595
SFO,CLT,AA,2296.0,594
MDW,OMA,WN,423.0,593
ATL,MLB,DL,442.0,593
SMF,SEA,AS,605.0,593
DEN,ATL,WN,1199.0,593
GEG,SEA,AS,224.0,593
MEM,CLT,AA,511.0,593
FLL,JFK,DL,1069.0,593
AUS,MDW,WN,972.0,592
BNA,FLL,WN,793.0,592
IAD,MCO,UA,758.0,592
ORD,FWA,OO,157.0,591
HOU,HRL,WN,277.0,591
DFW,RSW,AA,1017.0,591
LAX,PDX,OO,834.0,591
DTW,ORD,DL,235.0,591
CLT,CHS,OH,168.0,590
DSM,MSP,9E,232.0,590
ISP,BWI,WN,220.0,590
SLC,IDA,OO,188.0,589
ORD,OKC,OO,693.0,589
PIT,MDW,WN,402.0,589
DFW,SEA,AS,1660.0,587
FLL,LGA,B6,1076.0,587
SMF,SEA,WN,605.0,587
CLT,DTW,DL,500.0,586
DAL,LGA,WN,1381.0,586
SEA,SMF,WN,605.0,586
CLT,ORF,OH,290.0,586
ORD,IND,YX,177.0,586
CLT,CAE,OH,88.0,586
SAN,MSP,DL,1532.0,586
DFW,SDF,YV,733.0,585
TPA,BOS,B6,1185.0,585
BOS,PBI,B6,1197.0,585
HNL,LIH,WN,102.0,585
LAS,BWI,WN,2106.0,585
SFO,PHX,AA,651.0,584
ACT,DFW,MQ,89.0,583
ATL,SHV,9E,551.0,583
DCA,IND,YX,500.0,583
BWI,LAS,WN,2106.0,583
ORD,MCO,AA,1005.0,583
LGA,FLL,NK,1076.0,583
SMF,SLC,DL,532.0,582
AUS,BNA,WN,756.0,582
FAT,SLC,OO,501.0,581
IDA,SLC,OO,188.0,581
IAH,BOS,UA,1597.0,581
PDX,ATL,DL,2172.0,581
SLC,SJC,DL,584.0,580
LIH,HNL,WN,102.0,580
LAS,LGB,WN,231.0,580
MCO,SJU,NK,1189.0,579
MCO,DTW,NK,957.0,579
SJU,MCO,NK,1189.0,579
PBI,JFK,B6,1028.0,579
LGA,RDU,9E,431.0,579
SFO,LAX,AS,337.0,578
BOS,RDU,B6,612.0,578
ORD,DFW,UA,801.2928942807625,577
MSP,SAN,DL,1532.0,577
LGA,FLL,B6,1076.0,576
PHX,DEN,AA,602.0,576
FLL,LGA,NK,1076.0,576
SJC,SLC,DL,584.0,575
DEN,OKC,OO,495.0,575
CLT,CHS,AA,168.0,575
BWI,ISP,WN,220.0,575
MCI,LAS,WN,1139.0,574
RDU,JFK,9E,427.0,574
IAH,TPA,UA,787.0,574
PHX,SFO,AA,651.0,573
SEA,KTN,AS,680.0,573
RDU,LGA,9E,431.0,573
HPN,PBI,B6,1056.0,573
MDW,PHL,WN,668.0,572
SFO,DTW,DL,2079.0,572
PDX,MSP,DL,1426.0,572
CLT,GSO,OH,83.0,572
DTW,BNA,DL,456.0,571
DEN,PHX,AA,602.0,571
CLT,SAT,AA,1095.0,571
DEN,DRO,OO,250.85614035087718,570
SFO,JFK,AA,2586.0,570
SLC,MCO,DL,1931.0,570
FLL,MDW,WN,1167.0,570
DAL,AMA,WN,323.0,570
SFO,PDX,AS,550.0,569
SAT,CLT,AA,1095.0,569
ORF,CLT,OH,290.0,569
PDX,LAX,OO,834.0,569
LAX,HNL,AA,2556.0,568
JFK,LAS,DL,2248.0,568
GEG,SEA,QX,224.0,568
CLT,CRW,OH,221.0,568
DEN,IND,WN,977.0,568
MSP,PDX,DL,1426.0,568
SLC,FAT,OO,501.0,568
PBI,HPN,B6,1056.0,567
FLL,ATL,WN,581.0,567
LAX,HOU,WN,1390.0,567
MDW,PIT,WN,402.0,566
MSP,BIS,OO,386.0,566
ORD,MKE,OO,67.0,566
TPA,IAH,UA,787.0,566
DEN,SMF,UA,909.0,565
ANC,FAI,AS,261.0,565
PHL,ORD,UA,678.0,565
SNA,DEN,UA,846.0,564
DFW,IAH,YV,224.0,564
CLT,HSV,OH,333.0,564
DTW,CLT,DL,500.0,564
BIS,MSP,OO,386.0,564
RSW,DFW,AA,1017.0,564
DFW,LBB,YV,282.0,563
SJC,SAN,OO,417.0,563
ORD,PHL,UA,678.0,563
FLG,PHX,OO,119.0,562
MCO,IND,WN,829.0,562
RSW,MSP,DL,1416.0,561
DRO,DEN,OO,250.89107142857142,560
HOU,BWI,WN,1246.0,560
MSP,DFW,DL,852.0,559
IAD,EWR,UA,212.0,559
SAN,SJC,OO,417.0,559
SBA,SFO,OO,262.0,559
OMA,DEN,WN,472.0,558
MSP,FAR,OO,223.0,558
TPA,ORD,UA,1011.2598566308244,558
CLT,OAJ,OH,191.0,558
LAX,HNL,UA,2556.0,558
JFK,MIA,DL,1089.0,558
PWM,BWI,WN,452.0,557
CLE,MDW,WN,307.0,557
ATL,EWR,UA,746.0,557
MDW,CLE,WN,307.0,556
MCO,PIT,WN,834.0,556
FAY,CLT,OH,118.0,556
JFK,SEA,DL,2422.0,556
DEN,OMA,WN,472.0,555
HOU,CRP,WN,187.0,555
MLB,ATL,DL,442.0,555
DTW,SFO,DL,2079.0,555
SDF,DFW,YV,733.0,555
DTW,CLT,AA,500.0,554
JFK,SFO,AS,2586.0,554
PHX,MCI,WN,1044.0,554
ATL,MYR,DL,317.0,554
BUF,ATL,DL,712.0,553
SEA,GEG,QX,224.0,553
EWN,CLT,OH,221.0,553
COS,DFW,AA,592.0,553
BWI,PWM,WN,452.0,552
EWR,MCO,NK,937.0,552
CRP,HOU,WN,187.0,552
CLT,SAN,AA,2077.0,552
LAS,SAT,WN,1069.0,552
STL,LAS,WN,1371.0,552
LAX,ABQ,OO,677.0,552
CLT,DAB,OH,416.0,551
LGA,BNA,WN,764.0,551
BOS,MDW,WN,861.0,551
LGA,PBI,DL,1035.0,551
PHL,FLL,AA,992.0,550
ANC,JNU,AS,571.0,550
IAH,LGA,UA,1416.0,549
EWR,IAD,UA,212.0,549
MSP,RSW,DL,1416.0,549
SLC,TUS,OO,601.0,549
LAS,MCI,WN,1139.0,549
MIA,PHX,AA,1972.0,549
AUS,PHX,AA,872.0,548
CMH,DFW,AA,926.0,548
ORD,FLL,UA,1182.0,548
BNA,DCA,WN,562.0,548
MDW,BOS,WN,861.0,547
SLC,SMF,DL,532.0,547
PHX,SMF,AA,647.0,547
SHV,ATL,9E,551.0,546
PDX,SAN,AS,933.0,545
HSV,CLT,OH,333.0,545
EWR,ORD,AA,719.0,545
OKC,DEN,OO,495.0,545
DFW,EWR,UA,1372.0,545
DTW,MCO,NK,957.0,545
IND,MCO,WN,829.0,545
MIA,IAH,UA,964.0,544
SFO,JFK,AS,2586.0,544
IAH,MIA,UA,964.0,544
PDX,SEA,QX,129.0,543
EWR,DTW,YX,488.0,543
ORD,EWR,AA,719.0,543
ATL,FLL,WN,581.0,543
JFK,SFO,AA,2586.0,543
MCO,MSY,WN,551.0,542
STL,PHX,WN,1262.0,542
SMF,PHX,AA,647.0,542
HNL,SEA,AS,2677.0,542
LGA,TPA,DL,1010.0,542
LAS,STL,WN,1371.0,542
DFW,CMH,AA,926.0,541
LBB,DFW,YV,282.0,541
SEA,HNL,AS,2677.0,541
SFO,SMF,OO,86.0,541
MDW,DTW,WN,228.0,540
SFO,PHX,WN,651.0,540
KTN,SEA,AS,680.0,540
PDX,SMF,WN,479.0,540
PBI,LGA,DL,1035.0,540
FLL,PHL,AA,992.0,540
SJU,ATL,DL,1547.0,540
SEA,SJC,WN,696.0,540
CHA,CLT,OH,241.0,540
PHL,MDW,WN,668.0,539
DFW,CLE,AA,1021.0,539
SEA,JFK,DL,2422.0,539
DFW,COS,AA,592.0,539
MSP,MOT,OO,449.0,539
MSY,MCO,WN,551.0,538
BOS,PHL,B6,280.0,538
PDX,LAS,WN,763.0,538
ORD,SFO,AA,1846.0,538
OKC,HOU,WN,419.0,538
PHX,STL,WN,1262.0,537
HPN,DCA,OH,234.0,537
DFW,LAS,NK,1055.0,537
HRL,HOU,WN,277.0,537
BWI,JAX,WN,663.0,537
DFW,ACT,MQ,89.0,536
MIA,EWR,AA,1085.0,536
FAR,MSP,OO,223.0,536
DTW,EWR,YX,488.0,536
MYR,ATL,DL,317.0,536
MSP,DSM,9E,232.0,535
LAX,SFO,AS,337.0,535
ORF,CLT,AA,290.0,535
IND,DEN,WN,977.0,535
IAH,SNA,UA,1346.0,535
DAL,TUL,WN,237.93457943925233,535
CHS,CLT,AA,168.0,535
DFW,SHV,MQ,190.0,534
SFO,OGG,UA,2338.0,534
HNL,LAX,AA,2556.0,534
DFW,BWI,AA,1217.0,533
SMF,SFO,OO,86.0,533
SEA,PDX,QX,129.0,533
ORD,TPA,UA,1011.219512195122,533
SNA,IAH,UA,1346.0,532
ATL,XNA,9E,589.0,532
EWR,MIA,AA,1085.0,532
MCO,SLC,DL,1931.0,532
SDF,CLT,OH,335.0,532
PHX,MIA,AA,1972.0,531
HNL,LAX,UA,2556.0,531
MCO,LAX,DL,2218.0,531
MKE,DEN,WN,896.0,531
SMF,PDX,WN,479.0,531
ATL,DCA,WN,547.0,530
TPA,DEN,WN,1506.0,530
GNV,CLT,OH,388.0,530
LAS,SFO,AS,414.0,530
MSP,CLT,AA,930.0,530
RDM,SFO,OO,462.0,530
LGA,DAL,WN,1381.0,530
CLT,ORF,AA,290.0,529
RDU,LGA,YX,431.0,529
DFW,MSP,DL,852.0,529
SHV,DFW,MQ,190.0,529
SEA,BUR,AS,937.0,528
FAT,SFO,OO,158.0,528
BWI,PBI,WN,883.0,528
BWI,DFW,AA,1217.0,527
IAD,BOS,UA,413.0,527
TPA,LGA,DL,1010.0,527
PHX,SFO,WN,651.0,527
BUR,DEN,WN,850.0,527
BOS,LAX,AA,2611.0,527
ONT,SFO,OO,363.0,527
GEG,SLC,DL,546.0,527
ORD,DEN,AA,888.0,526
DEN,OKC,WN,495.0,526
CLT,DTW,AA,500.0,526
CLT,FAY,OH,118.0,526
HOU,OKC,WN,419.0,525
STL,HOU,WN,687.0,525
AMA,DAL,WN,323.0,525
LAS,ABQ,WN,486.0,525
DTW,MDW,WN,228.0,525
TUS,SLC,OO,601.0,525
PHL,BOS,B6,280.0,524
BOS,IAH,UA,1597.0,524
RSW,ORD,UA,1120.0,524
BWI,HOU,WN,1246.0,524
ABQ,LAX,OO,677.0,524
DFW,SAF,OO,551.0,524
DEN,MKE,WN,896.0,524
ATL,BUF,DL,712.0,524
STL,BNA,WN,272.0,524
DEN,ORD,AA,888.0,523
DAL,SAN,WN,1182.0,523
SAT,PHX,WN,843.0,523
EWR,DFW,UA,1372.0,523
CLT,STL,AA,575.0,523
BWI,CHS,WN,472.0,522
EWR,FLL,NK,1065.0,522
JFK,PHX,AA,2153.0,522
PBI,BWI,WN,883.0,522
LAS,DTW,NK,1749.0,522
STL,CLT,AA,575.0,521
HOU,STL,WN,687.0,520
MCO,LGA,B6,950.0,520
DEN,SFO,WN,967.0,520
SAN,CLT,AA,2077.0,520
DCA,MCO,B6,759.0,520
XNA,ATL,9E,589.0,520
CLE,CLT,AA,430.0,520
ELP,PHX,WN,347.0,520
TLH,ATL,DL,223.0,519
ORD,SBN,OO,84.0,519
JAX,BWI,WN,663.0,519
DCA,ATL,WN,547.0,519
BOS,PIT,B6,496.0,519
DEN,ABQ,WN,349.0,519
BOS,PHX,AA,2300.0,519
SAF,DFW,OO,551.0,519
CLT,HPN,OH,564.0,518
SLC,BUR,OO,574.0,518
PSP,SLC,OO,541.0,518
SFO,LAS,AS,414.0,518
FLL,BNA,WN,793.0,518
MDW,ATL,DL,591.0,517
IAD,DTW,OO,383.0,517
ATL,MDW,DL,591.0,517
BTR,ATL,9E,448.0,517
PHX,AUS,AA,872.0,517
DFW,FAT,AA,1313.0,517
BNA,LGA,WN,764.0,517
SFO,FAT,OO,158.0,516
LAS,DFW,NK,1055.0,516
CLT,EWN,OH,221.0,515
SFO,ONT,OO,363.0,515
SFO,SBA,OO,262.0,515
LAX,HNL,DL,2556.0,515
BUR,SLC,OO,574.0,515
PHX,ELP,WN,347.0,515
SJC,DFW,AA,1438.0,515
BOS,IAD,UA,413.0,515
IAH,SEA,UA,1874.0,514
LAS,OAK,NK,407.0,514
SEA,PSP,AS,987.0,514
TUL,DAL,WN,237.93774319066148,514
LEX,ATL,9E,304.0,513
LGA,RDU,YX,431.0,513
IAH,DTW,OO,1075.0,512
IAH,OKC,YV,395.0,512
SLC,GEG,DL,546.0,512
AUS,ORD,UA,977.0,512
OKC,DEN,WN,495.0,512
MCI,BNA,WN,491.0,511
CMH,EWR,YX,463.0,511
BWI,STL,WN,738.0,511
ABQ,DEN,WN,349.0,511
CLT,SDF,OH,335.0,511
GFK,MSP,OO,284.0,511
MIA,IAH,AA,964.0,510
IAH,DFW,YV,224.0,510
DEN,FAR,OO,627.0,510
FLL,ORD,UA,1182.0,510
CLT,CLE,AA,430.0,510
EWR,CMH,YX,463.0,510
SMF,SAN,OO,480.0,510
FLL,EWR,NK,1065.0,510
SJC,SEA,WN,696.0,509
MOT,MSP,OO,449.0,509
ATL,LEX,9E,304.0,509
ATL,BNA,WN,214.0,509
DTW,IAD,OO,383.0,508
SEA,SMF,OO,605.0,508
ORD,DEN,WN,888.0,508
MCO,CMH,WN,802.0,508
BUR,SEA,AS,937.0,508
DCA,HPN,OH,234.0,507
PHX,JFK,AA,2153.0,507
PHX,FLG,OO,119.0,507
CLT,TLH,OH,386.0,507
HPN,CLT,OH,564.0,506
LAX,MCO,DL,2218.0,506
HNL,LAX,DL,2556.0,506
SAN,DAL,WN,1182.0,506
SFO,RDM,OO,462.0,505
DFW,SJC,AA,1438.0,505
DTW,IAH,OO,1075.0,505
LAS,JFK,DL,2248.0,505
DEN,SAT,WN,794.0,504
SFO,RNO,OO,192.0,504
FAT,DFW,AA,1313.0,504
DCA,PVD,OH,356.0,504
DAB,CLT,OH,416.0,503
DAL,TPA,WN,917.0,503
SLC,LGB,OO,588.0,503
ATL,TLH,DL,223.0,503
SFO,SEA,DL,679.0,503
BOI,SLC,OO,290.0,503
MSP,TPA,DL,1306.0,502
LAX,FLL,B6,2343.0,502
AUS,DTW,DL,1149.0,502
RNO,SFO,OO,192.0,502
SAT,LAS,WN,1069.0,501
HNL,ITO,WN,216.0,501
ITO,HNL,WN,216.0,501
JFK,TPA,B6,1005.0,500
ATL,TUL,DL,674.0,500
BNA,MSY,WN,471.0,499
CLT,GNV,OH,388.0,499
BNA,STL,WN,272.0,499
CMH,MCO,WN,802.0,499
BOS,IND,YX,818.0,499
DEN,BUR,WN,850.0,498
HOU,MAF,WN,441.0,498
PSP,SEA,AS,987.0,498
MSP,GFK,OO,284.0,498
SNA,ORD,AA,1726.0,498
DTW,LAS,NK,1749.0,498
TPA,JFK,DL,1005.0,498
PVD,DCA,OH,356.0,498
PHX,SAT,WN,843.0,497
LGA,MCO,B6,950.0,497
ATL,SJU,DL,1547.0,497
TPA,DAL,WN,917.0,497
DEN,ONT,WN,819.0,497
SEA,JFK,AS,2422.0,497
PHX,EWR,UA,2133.0,497
MSP,DEN,UA,680.0,497
FLL,HOU,WN,957.0,496
SFO,DEN,WN,967.0,496
LGA,DEN,WN,1620.0,496
SBN,ORD,OO,84.0,496
MCO,EWR,NK,937.0,496
TPA,MSP,DL,1306.0,496
DFW,IAH,UA,224.0,495
PHX,PDX,WN,1009.0,495
FLL,BWI,NK,925.0,495
RDU,DTW,DL,501.0,495
PIT,BOS,B6,496.0,494
JFK,CMH,YX,483.0,494
HOU,FLL,WN,957.0,494
DEN,TPA,WN,1506.0,494
ABQ,LAS,WN,486.0,493
SFO,TUS,OO,751.0,493
MDW,SAN,WN,1728.0,493
LGB,SLC,OO,588.0,493
SFO,SBP,OO,190.0,493
SAN,MDW,WN,1728.0,492
RNO,DFW,AA,1345.0,492
JFK,DTW,9E,509.0,492
LAS,SAN,NK,258.0,492
SLC,AUS,DL,1086.0,492
SAN,SMF,OO,480.0,491
DEN,ORD,WN,888.0,491
ORD,AUS,UA,977.0,491
SLC,BOI,OO,290.0,490
SLC,ORD,DL,1250.0,490
SAN,PDX,AS,933.0,490
HOU,TPA,WN,781.0,490
SEA,PHX,WN,1107.0,490
SJC,SEA,OO,696.0,489
PBI,PHL,AA,951.0,489
PHX,SEA,WN,1107.0,489
IAH,DCA,UA,1208.0,488
DFW,RNO,AA,1345.0,487
ATL,BTR,9E,448.0,487
SMF,SEA,OO,605.0,487
SAT,DEN,WN,794.0,487
PVD,CLT,AA,683.0,487
LGA,BOS,AA,184.0,486
SFO,SNA,UA,372.0,486
FAR,DEN,OO,627.0,486
IAH,MIA,AA,964.0,486
LAS,LAX,NK,236.0,485
DFW,TYR,MQ,102.0,485
SEA,IAH,UA,1874.0,485
CLT,MSP,AA,930.0,485
JFK,SEA,AS,2422.0,485
BWI,FLL,NK,925.0,485
CLT,MCI,AA,808.0,485
ORD,RSW,UA,1120.0,485
PHL,ORF,OH,212.0,484
LGB,SJC,WN,324.0,484
OGG,KOA,HA,84.0,483
SEA,SJC,OO,696.0,483
TPA,JFK,B6,1005.0,483
STL,DCA,WN,719.0,482
JFK,SJU,DL,1598.0,482
JFK,TPA,DL,1005.0,482
TLH,CLT,OH,386.0,482
MSY,BNA,WN,471.0,481
